season,round,circuit,driver_id,quali_pos
2022,16,Autodromo Nazionale di Monza,max_verstappen,2
2022,16,Autodromo Nazionale di Monza,sainz,3
2022,16,Autodromo Nazionale di Monza,perez,4
2022,16,Autodromo Nazionale di Monza,hamilton,5
2022,16,Autodromo Nazionale di Monza,russell,6
2022,16,Autodromo Nazionale di Monza,norris,7
2022,16,Autodromo Nazionale di Monza,ricciardo,8
2022,16,Autodromo Nazionale di Monza,gasly,9
2022,16,Autodromo Nazionale di Monza,alonso,10
2022,16,Autodromo Nazionale di Monza,ocon,11
2022,16,Autodromo Nazionale di Monza,bottas,12
2022,16,Autodromo Nazionale di Monza,de_vries,13
2022,16,Autodromo Nazionale di Monza,zhou,14
2022,16,Autodromo Nazionale di Monza,tsunoda,15
2022,16,Autodromo Nazionale di Monza,latifi,16
2022,16,Autodromo Nazionale di Monza,vettel,17
2022,16,Autodromo Nazionale di Monza,stroll,18
2022,16,Autodromo Nazionale di Monza,kevin_magnussen,19
2022,16,Autodromo Nazionale di Monza,mick_schumacher,20
2022,17,Marina Bay Street Circuit,leclerc,1
2022,17,Marina Bay Street Circuit,perez,2
2022,17,Marina Bay Street Circuit,hamilton,3
2022,17,Marina Bay Street Circuit,sainz,4
2022,17,Marina Bay Street Circuit,alonso,5
2022,17,Marina Bay Street Circuit,norris,6
2022,17,Marina Bay Street Circuit,gasly,7
2022,17,Marina Bay Street Circuit,max_verstappen,8
2022,17,Marina Bay Street Circuit,kevin_magnussen,9
2022,17,Marina Bay Street Circuit,tsunoda,10
2022,17,Marina Bay Street Circuit,russell,11
2022,17,Marina Bay Street Circuit,stroll,12
2022,17,Marina Bay Street Circuit,mick_schumacher,13
2022,17,Marina Bay Street Circuit,vettel,14
2022,17,Marina Bay Street Circuit,zhou,15
2022,17,Marina Bay Street Circuit,bottas,16
2022,17,Marina Bay Street Circuit,ricciardo,17
2022,17,Marina Bay Street Circuit,ocon,18
2022,17,Marina Bay Street Circuit,albon,19
2022,17,Marina Bay Street Circuit,latifi,20
2022,18,Suzuka Circuit,max_verstappen,1
2022,18,Suzuka Circuit,leclerc,2
2022,18,Suzuka Circuit,sainz,3
2022,18,Suzuka Circuit,perez,4
2022,18,Suzuka Circuit,ocon,5
2022,18,Suzuka Circuit,hamilton,6
2022,18,Suzuka Circuit,alonso,7
2022,18,Suzuka Circuit,russell,8
2022,18,Suzuka Circuit,vettel,9
2022,18,Suzuka Circuit,norris,10
2022,18,Suzuka Circuit,ricciardo,11
2022,18,Suzuka Circuit,bottas,12
2022,18,Suzuka Circuit,tsunoda,13
2022,18,Suzuka Circuit,zhou,14
2022,18,Suzuka Circuit,mick_schumacher,15
2022,18,Suzuka Circuit,albon,16
2022,18,Suzuka Circuit,gasly,17
2022,18,Suzuka Circuit,kevin_magnussen,18
2022,18,Suzuka Circuit,stroll,19
2022,18,Suzuka Circuit,latifi,20
2022,19,Circuit of the Americas,sainz,1
2022,19,Circuit of the Americas,leclerc,2
2022,19,Circuit of the Americas,max_verstappen,3
2022,19,Circuit of the Americas,perez,4
2022,19,Circuit of the Americas,hamilton,5
2022,19,Circuit of the Americas,russell,6
2022,19,Circuit of the Americas,stroll,7
2022,19,Circuit of the Americas,norris,8
2022,19,Circuit of the Americas,alonso,9
2022,19,Circuit of the Americas,bottas,10
2022,19,Circuit of the Americas,albon,11
2022,19,Circuit of the Americas,vettel,12
2022,19,Circuit of the Americas,gasly,13
2022,19,Circuit of the Americas,zhou,14
2022,19,Circuit of the Americas,tsunoda,15
2022,19,Circuit of the Americas,kevin_magnussen,16
2022,19,Circuit of the Americas,ricciardo,17
2022,19,Circuit of the Americas,ocon,18
2022,19,Circuit of the Americas,mick_schumacher,19
2022,19,Circuit of the Americas,latifi,20
2022,20,Autódromo Hermanos Rodríguez,max_verstappen,1
2022,20,Autódromo Hermanos Rodríguez,russell,2
2022,20,Autódromo Hermanos Rodríguez,hamilton,3
2022,20,Autódromo Hermanos Rodríguez,perez,4
2022,20,Autódromo Hermanos Rodríguez,sainz,5
2022,20,Autódromo Hermanos Rodríguez,bottas,6
2022,20,Autódromo Hermanos Rodríguez,leclerc,7
2022,20,Autódromo Hermanos Rodríguez,norris,8
2022,20,Autódromo Hermanos Rodríguez,alonso,9
2022,20,Autódromo Hermanos Rodríguez,ocon,10
2022,20,Autódromo Hermanos Rodríguez,ricciardo,11
2022,20,Autódromo Hermanos Rodríguez,zhou,12
2022,20,Autódromo Hermanos Rodríguez,tsunoda,13
2022,20,Autódromo Hermanos Rodríguez,gasly,14
2022,20,Autódromo Hermanos Rodríguez,kevin_magnussen,15
2022,20,Autódromo Hermanos Rodríguez,mick_schumacher,16
2022,20,Autódromo Hermanos Rodríguez,vettel,17
2022,20,Autódromo Hermanos Rodríguez,stroll,18
2022,20,Autódromo Hermanos Rodríguez,albon,19
2022,20,Autódromo Hermanos Rodríguez,latifi,20
2022,21,Autódromo José Carlos Pace,kevin_magnussen,1
2022,21,Autódromo José Carlos Pace,max_verstappen,2
2022,21,Autódromo José Carlos Pace,russell,3
2022,21,Autódromo José Carlos Pace,norris,4
2022,21,Autódromo José Carlos Pace,sainz,5
2022,21,Autódromo José Carlos Pace,ocon,6
2022,21,Autódromo José Carlos Pace,alonso,7
2022,21,Autódromo José Carlos Pace,hamilton,8
2022,21,Autódromo José Carlos Pace,perez,9
2022,21,Autódromo José Carlos Pace,leclerc,10
2022,21,Autódromo José Carlos Pace,albon,11
2022,21,Autódromo José Carlos Pace,gasly,12
2022,21,Autódromo José Carlos Pace,vettel,13
2022,21,Autódromo José Carlos Pace,ricciardo,14
2022,21,Autódromo José Carlos Pace,stroll,15
2022,21,Autódromo José Carlos Pace,latifi,16
2022,21,Autódromo José Carlos Pace,zhou,17
2022,21,Autódromo José Carlos Pace,bottas,18
2022,21,Autódromo José Carlos Pace,tsunoda,19
2022,21,Autódromo José Carlos Pace,mick_schumacher,20
2022,22,Yas Marina Circuit,max_verstappen,1
2022,22,Yas Marina Circuit,perez,2
2022,22,Yas Marina Circuit,leclerc,3
2022,22,Yas Marina Circuit,sainz,4
2022,22,Yas Marina Circuit,hamilton,5
2022,22,Yas Marina Circuit,russell,6
2022,22,Yas Marina Circuit,norris,7
2022,22,Yas Marina Circuit,ocon,8
2022,22,Yas Marina Circuit,vettel,9
2022,22,Yas Marina Circuit,ricciardo,10
2022,22,Yas Marina Circuit,alonso,11
2022,22,Yas Marina Circuit,tsunoda,12
2022,22,Yas Marina Circuit,mick_schumacher,13
2022,22,Yas Marina Circuit,stroll,14
2022,22,Yas Marina Circuit,zhou,15
2022,22,Yas Marina Circuit,kevin_magnussen,16
2022,22,Yas Marina Circuit,gasly,17
2022,22,Yas Marina Circuit,bottas,18
2022,22,Yas Marina Circuit,albon,19
2022,22,Yas Marina Circuit,latifi,20
2023,1,Bahrain International Circuit,max_verstappen,1
2023,1,Bahrain International Circuit,perez,2
2023,1,Bahrain International Circuit,leclerc,3
2023,1,Bahrain International Circuit,sainz,4
2023,1,Bahrain International Circuit,alonso,5
2023,1,Bahrain International Circuit,russell,6
2023,1,Bahrain International Circuit,hamilton,7
2023,1,Bahrain International Circuit,stroll,8
2023,1,Bahrain International Circuit,ocon,9
2023,1,Bahrain International Circuit,hulkenberg,10
2023,1,Bahrain International Circuit,norris,11
2023,1,Bahrain International Circuit,bottas,12
2023,1,Bahrain International Circuit,zhou,13
2023,1,Bahrain International Circuit,tsunoda,14
2023,1,Bahrain International Circuit,albon,15
2023,1,Bahrain International Circuit,sargeant,16
2023,1,Bahrain International Circuit,kevin_magnussen,17
2023,1,Bahrain International Circuit,piastri,18
2023,1,Bahrain International Circuit,de_vries,19
2023,1,Bahrain International Circuit,gasly,20
2023,2,Jeddah Corniche Circuit,perez,1
2023,2,Jeddah Corniche Circuit,leclerc,2
2023,2,Jeddah Corniche Circuit,alonso,3
2023,2,Jeddah Corniche Circuit,russell,4
2023,2,Jeddah Corniche Circuit,sainz,5
2023,2,Jeddah Corniche Circuit,stroll,6
2023,2,Jeddah Corniche Circuit,ocon,7
2023,2,Jeddah Corniche Circuit,hamilton,8
2023,2,Jeddah Corniche Circuit,piastri,9
2023,2,Jeddah Corniche Circuit,gasly,10
2023,2,Jeddah Corniche Circuit,hulkenberg,11
2023,2,Jeddah Corniche Circuit,zhou,12
2023,2,Jeddah Corniche Circuit,kevin_magnussen,13
2023,2,Jeddah Corniche Circuit,bottas,14
2023,2,Jeddah Corniche Circuit,max_verstappen,15
2023,2,Jeddah Corniche Circuit,tsunoda,16
2023,2,Jeddah Corniche Circuit,albon,17
2023,2,Jeddah Corniche Circuit,de_vries,18
2023,2,Jeddah Corniche Circuit,norris,19
2023,2,Jeddah Corniche Circuit,sargeant,20
2023,3,Albert Park Grand Prix Circuit,max_verstappen,1
2023,3,Albert Park Grand Prix Circuit,russell,2
2023,3,Albert Park Grand Prix Circuit,hamilton,3
2023,3,Albert Park Grand Prix Circuit,alonso,4
2023,3,Albert Park Grand Prix Circuit,sainz,5
2023,3,Albert Park Grand Prix Circuit,stroll,6
2023,3,Albert Park Grand Prix Circuit,leclerc,7
2023,3,Albert Park Grand Prix Circuit,albon,8
2023,3,Albert Park Grand Prix Circuit,gasly,9
2023,3,Albert Park Grand Prix Circuit,hulkenberg,10
2023,3,Albert Park Grand Prix Circuit,ocon,11
2023,3,Albert Park Grand Prix Circuit,tsunoda,12
2023,3,Albert Park Grand Prix Circuit,norris,13
2023,3,Albert Park Grand Prix Circuit,kevin_magnussen,14
2023,3,Albert Park Grand Prix Circuit,de_vries,15
2023,3,Albert Park Grand Prix Circuit,piastri,16
2023,3,Albert Park Grand Prix Circuit,zhou,17
2023,3,Albert Park Grand Prix Circuit,sargeant,18
2023,3,Albert Park Grand Prix Circuit,bottas,19
2023,3,Albert Park Grand Prix Circuit,perez,20
2023,4,Baku City Circuit,leclerc,1
2023,4,Baku City Circuit,max_verstappen,2
2023,4,Baku City Circuit,perez,3
2023,4,Baku City Circuit,sainz,4
2023,4,Baku City Circuit,hamilton,5
2023,4,Baku City Circuit,alonso,6
2023,4,Baku City Circuit,norris,7
2023,4,Baku City Circuit,tsunoda,8
2023,4,Baku City Circuit,stroll,9
2023,4,Baku City Circuit,piastri,10
2023,4,Baku City Circuit,russell,11
2023,4,Baku City Circuit,ocon,12
2023,4,Baku City Circuit,albon,13
2023,4,Baku City Circuit,bottas,14
2023,4,Baku City Circuit,sargeant,15
2023,4,Baku City Circuit,zhou,16
2023,4,Baku City Circuit,hulkenberg,17
2023,4,Baku City Circuit,kevin_magnussen,18
2023,4,Baku City Circuit,gasly,19
2023,4,Baku City Circuit,de_vries,20
2023,5,Miami International Autodrome,perez,1
2023,5,Miami International Autodrome,alonso,2
2023,5,Miami International Autodrome,sainz,3
2023,5,Miami International Autodrome,kevin_magnussen,4
2023,5,Miami International Autodrome,gasly,5
2023,5,Miami International Autodrome,russell,6
2023,5,Miami International Autodrome,leclerc,7
2023,5,Miami International Autodrome,ocon,8
2023,5,Miami International Autodrome,max_verstappen,9
2023,5,Miami International Autodrome,bottas,10
2023,5,Miami International Autodrome,albon,11
2023,5,Miami International Autodrome,hulkenberg,12
2023,5,Miami International Autodrome,hamilton,13
2023,5,Miami International Autodrome,zhou,14
2023,5,Miami International Autodrome,de_vries,15
2023,5,Miami International Autodrome,norris,16
2023,5,Miami International Autodrome,tsunoda,17
2023,5,Miami International Autodrome,stroll,18
2023,5,Miami International Autodrome,piastri,19
2023,5,Miami International Autodrome,sargeant,20
2023,6,Circuit de Monaco,max_verstappen,1
2023,6,Circuit de Monaco,alonso,2
2023,6,Circuit de Monaco,leclerc,3
2023,6,Circuit de Monaco,ocon,4
2023,6,Circuit de Monaco,sainz,5
2023,6,Circuit de Monaco,hamilton,6
2023,6,Circuit de Monaco,gasly,7
2023,6,Circuit de Monaco,russell,8
2023,6,Circuit de Monaco,tsunoda,9
2023,6,Circuit de Monaco,norris,10
2023,6,Circuit de Monaco,piastri,11
2023,6,Circuit de Monaco,de_vries,12
2023,6,Circuit de Monaco,albon,13
2023,6,Circuit de Monaco,stroll,14
2023,6,Circuit de Monaco,bottas,15
2023,6,Circuit de Monaco,sargeant,16
2023,6,Circuit de Monaco,kevin_magnussen,17
2023,6,Circuit de Monaco,hulkenberg,18
2023,6,Circuit de Monaco,zhou,19
2023,6,Circuit de Monaco,perez,20
2023,7,Circuit de Barcelona-Catalunya,max_verstappen,1
2023,7,Circuit de Barcelona-Catalunya,sainz,2
2023,7,Circuit de Barcelona-Catalunya,norris,3
2023,7,Circuit de Barcelona-Catalunya,gasly,4
2023,7,Circuit de Barcelona-Catalunya,hamilton,5
2023,7,Circuit de Barcelona-Catalunya,stroll,6
2023,7,Circuit de Barcelona-Catalunya,ocon,7
2023,7,Circuit de Barcelona-Catalunya,hulkenberg,8
2023,7,Circuit de Barcelona-Catalunya,alonso,9
2023,7,Circuit de Barcelona-Catalunya,piastri,10
2023,7,Circuit de Barcelona-Catalunya,perez,11
2023,7,Circuit de Barcelona-Catalunya,russell,12
2023,7,Circuit de Barcelona-Catalunya,zhou,13
2023,7,Circuit de Barcelona-Catalunya,de_vries,14
2023,7,Circuit de Barcelona-Catalunya,tsunoda,15
2023,7,Circuit de Barcelona-Catalunya,bottas,16
2023,7,Circuit de Barcelona-Catalunya,kevin_magnussen,17
2023,7,Circuit de Barcelona-Catalunya,albon,18
2023,7,Circuit de Barcelona-Catalunya,leclerc,19
2023,7,Circuit de Barcelona-Catalunya,sargeant,20
2023,8,Circuit Gilles Villeneuve,max_verstappen,1
2023,8,Circuit Gilles Villeneuve,hulkenberg,2
2023,8,Circuit Gilles Villeneuve,alonso,3
2023,8,Circuit Gilles Villeneuve,hamilton,4
2023,8,Circuit Gilles Villeneuve,russell,5
2023,8,Circuit Gilles Villeneuve,ocon,6
2023,8,Circuit Gilles Villeneuve,norris,7
2023,8,Circuit Gilles Villeneuve,sainz,8
2023,8,Circuit Gilles Villeneuve,piastri,9
2023,8,Circuit Gilles Villeneuve,albon,10
2023,8,Circuit Gilles Villeneuve,leclerc,11
2023,8,Circuit Gilles Villeneuve,perez,12
2023,8,Circuit Gilles Villeneuve,stroll,13
2023,8,Circuit Gilles Villeneuve,kevin_magnussen,14
2023,8,Circuit Gilles Villeneuve,bottas,15
2023,8,Circuit Gilles Villeneuve,tsunoda,16
2023,8,Circuit Gilles Villeneuve,gasly,17
2023,8,Circuit Gilles Villeneuve,de_vries,18
2023,8,Circuit Gilles Villeneuve,sargeant,19
2023,8,Circuit Gilles Villeneuve,zhou,20
2023,9,Red Bull Ring,max_verstappen,1
2023,9,Red Bull Ring,leclerc,2
2023,9,Red Bull Ring,sainz,3
2023,9,Red Bull Ring,norris,4
2023,9,Red Bull Ring,hamilton,5
2023,9,Red Bull Ring,stroll,6
2023,9,Red Bull Ring,alonso,7
2023,9,Red Bull Ring,hulkenberg,8
2023,9,Red Bull Ring,gasly,9
2023,9,Red Bull Ring,albon,10
2023,9,Red Bull Ring,russell,11
2023,9,Red Bull Ring,ocon,12
2023,9,Red Bull Ring,piastri,13
2023,9,Red Bull Ring,bottas,14
2023,9,Red Bull Ring,perez,15
2023,9,Red Bull Ring,tsunoda,16
2023,9,Red Bull Ring,zhou,17
2023,9,Red Bull Ring,sargeant,18
2023,9,Red Bull Ring,kevin_magnussen,19
2023,9,Red Bull Ring,de_vries,20
2023,10,Silverstone Circuit,max_verstappen,1
2023,10,Silverstone Circuit,norris,2
2023,10,Silverstone Circuit,piastri,3
2023,10,Silverstone Circuit,leclerc,4
2023,10,Silverstone Circuit,sainz,5
2023,10,Silverstone Circuit,russell,6
2023,10,Silverstone Circuit,hamilton,7
2023,10,Silverstone Circuit,albon,8
2023,10,Silverstone Circuit,alonso,9
2023,10,Silverstone Circuit,gasly,10
2023,10,Silverstone Circuit,hulkenberg,11
2023,10,Silverstone Circuit,stroll,12
2023,10,Silverstone Circuit,ocon,13
2023,10,Silverstone Circuit,sargeant,14
2023,10,Silverstone Circuit,perez,15
2023,10,Silverstone Circuit,bottas,15
2023,10,Silverstone Circuit,tsunoda,16
2023,10,Silverstone Circuit,zhou,17
2023,10,Silverstone Circuit,de_vries,18
2023,10,Silverstone Circuit,kevin_magnussen,19
2023,11,Hungaroring,hamilton,1
2023,11,Hungaroring,max_verstappen,2
2023,11,Hungaroring,norris,3
2023,11,Hungaroring,piastri,4
2023,11,Hungaroring,zhou,5
2023,11,Hungaroring,leclerc,6
2023,11,Hungaroring,bottas,7
2023,11,Hungaroring,alonso,8
2023,11,Hungaroring,perez,9
2023,11,Hungaroring,hulkenberg,10
2023,11,Hungaroring,sainz,11
2023,11,Hungaroring,ocon,12
2023,11,Hungaroring,ricciardo,13
2023,11,Hungaroring,stroll,14
2023,11,Hungaroring,gasly,15
2023,11,Hungaroring,albon,16
2023,11,Hungaroring,tsunoda,17
2023,11,Hungaroring,russell,18
2023,11,Hungaroring,kevin_magnussen,19
2023,11,Hungaroring,sargeant,20
2023,12,Circuit de Spa-Francorchamps,max_verstappen,1
2023,12,Circuit de Spa-Francorchamps,leclerc,2
2023,12,Circuit de Spa-Francorchamps,perez,3
2023,12,Circuit de Spa-Francorchamps,hamilton,4
2023,12,Circuit de Spa-Francorchamps,sainz,5
2023,12,Circuit de Spa-Francorchamps,piastri,6
2023,12,Circuit de Spa-Francorchamps,norris,7
2023,12,Circuit de Spa-Francorchamps,russell,8
2023,12,Circuit de Spa-Francorchamps,alonso,9
2023,12,Circuit de Spa-Francorchamps,stroll,10
2023,12,Circuit de Spa-Francorchamps,tsunoda,11
2023,12,Circuit de Spa-Francorchamps,gasly,12
2023,12,Circuit de Spa-Francorchamps,kevin_magnussen,13
2023,12,Circuit de Spa-Francorchamps,bottas,14
2023,12,Circuit de Spa-Francorchamps,ocon,15
2023,12,Circuit de Spa-Francorchamps,albon,16
2023,12,Circuit de Spa-Francorchamps,zhou,17
2023,12,Circuit de Spa-Francorchamps,sargeant,18
2023,12,Circuit de Spa-Francorchamps,ricciardo,19
2023,12,Circuit de Spa-Francorchamps,hulkenberg,20
2023,13,Circuit Park Zandvoort,max_verstappen,1
2023,13,Circuit Park Zandvoort,norris,2
2023,13,Circuit Park Zandvoort,russell,3
2023,13,Circuit Park Zandvoort,albon,4
2023,13,Circuit Park Zandvoort,alonso,5
2023,13,Circuit Park Zandvoort,sainz,6
2023,13,Circuit Park Zandvoort,perez,7
2023,13,Circuit Park Zandvoort,piastri,8
2023,13,Circuit Park Zandvoort,leclerc,9
2023,13,Circuit Park Zandvoort,sargeant,10
2023,13,Circuit Park Zandvoort,stroll,11
2023,13,Circuit Park Zandvoort,gasly,12
2023,13,Circuit Park Zandvoort,hamilton,13
2023,13,Circuit Park Zandvoort,tsunoda,14
2023,13,Circuit Park Zandvoort,hulkenberg,15
2023,13,Circuit Park Zandvoort,zhou,16
2023,13,Circuit Park Zandvoort,ocon,17
2023,13,Circuit Park Zandvoort,kevin_magnussen,18
2023,13,Circuit Park Zandvoort,bottas,19
2023,13,Circuit Park Zandvoort,lawson,20
2023,14,Autodromo Nazionale di Monza,sainz,1
2023,14,Autodromo Nazionale di Monza,max_verstappen,2
2023,14,Autodromo Nazionale di Monza,leclerc,3
2023,14,Autodromo Nazionale di Monza,russell,4
2023,14,Autodromo Nazionale di Monza,perez,5
2023,14,Autodromo Nazionale di Monza,albon,6
2023,14,Autodromo Nazionale di Monza,piastri,7
2023,14,Autodromo Nazionale di Monza,hamilton,8
2023,14,Autodromo Nazionale di Monza,norris,9
2023,14,Autodromo Nazionale di Monza,alonso,10
2023,14,Autodromo Nazionale di Monza,tsunoda,11
2023,14,Autodromo Nazionale di Monza,lawson,12
2023,14,Autodromo Nazionale di Monza,hulkenberg,13
2023,14,Autodromo Nazionale di Monza,bottas,14
2023,14,Autodromo Nazionale di Monza,sargeant,15
2023,14,Autodromo Nazionale di Monza,zhou,16
2023,14,Autodromo Nazionale di Monza,gasly,17
2023,14,Autodromo Nazionale di Monza,ocon,18
2023,14,Autodromo Nazionale di Monza,kevin_magnussen,19
2023,14,Autodromo Nazionale di Monza,stroll,20
2023,15,Marina Bay Street Circuit,sainz,1
2023,15,Marina Bay Street Circuit,russell,2
2023,15,Marina Bay Street Circuit,leclerc,3
2023,15,Marina Bay Street Circuit,norris,4
2023,15,Marina Bay Street Circuit,hamilton,5
2023,15,Marina Bay Street Circuit,kevin_magnussen,6
2023,15,Marina Bay Street Circuit,alonso,7
2023,15,Marina Bay Street Circuit,ocon,8
2023,15,Marina Bay Street Circuit,hulkenberg,9
2023,15,Marina Bay Street Circuit,lawson,10
2023,15,Marina Bay Street Circuit,max_verstappen,11
2023,15,Marina Bay Street Circuit,gasly,12
2023,15,Marina Bay Street Circuit,perez,13
2023,15,Marina Bay Street Circuit,albon,14
2023,15,Marina Bay Street Circuit,tsunoda,15
2023,15,Marina Bay Street Circuit,bottas,16
2023,15,Marina Bay Street Circuit,piastri,17
2023,15,Marina Bay Street Circuit,sargeant,18
2023,15,Marina Bay Street Circuit,zhou,19
2023,15,Marina Bay Street Circuit,stroll,20
2023,16,Suzuka Circuit,max_verstappen,1
2023,16,Suzuka Circuit,piastri,2
2023,16,Suzuka Circuit,norris,3
2023,16,Suzuka Circuit,leclerc,4
2023,16,Suzuka Circuit,perez,5
2023,16,Suzuka Circuit,sainz,6
2023,16,Suzuka Circuit,hamilton,7
2023,16,Suzuka Circuit,russell,8
2023,16,Suzuka Circuit,tsunoda,9
2023,16,Suzuka Circuit,alonso,10
2023,16,Suzuka Circuit,lawson,11
2023,16,Suzuka Circuit,gasly,12
2023,16,Suzuka Circuit,albon,13
2023,16,Suzuka Circuit,ocon,14
2023,16,Suzuka Circuit,kevin_magnussen,15
2023,16,Suzuka Circuit,bottas,16
2023,16,Suzuka Circuit,stroll,17
2023,16,Suzuka Circuit,hulkenberg,18
2023,16,Suzuka Circuit,zhou,19
2023,16,Suzuka Circuit,sargeant,20
2023,17,Losail International Circuit,max_verstappen,1
2023,17,Losail International Circuit,russell,2
2023,17,Losail International Circuit,hamilton,3
2023,17,Losail International Circuit,alonso,4
2023,17,Losail International Circuit,leclerc,5
2023,17,Losail International Circuit,piastri,6
2023,17,Losail International Circuit,gasly,7
2023,17,Losail International Circuit,ocon,8
2023,17,Losail International Circuit,bottas,9
2023,17,Losail International Circuit,norris,10
2023,17,Losail International Circuit,tsunoda,11
2023,17,Losail International Circuit,sainz,12
2023,17,Losail International Circuit,perez,13
2023,17,Losail International Circuit,albon,14
2023,17,Losail International Circuit,hulkenberg,15
2023,17,Losail International Circuit,sargeant,16
2023,17,Losail International Circuit,stroll,17
2023,17,Losail International Circuit,lawson,18
2023,17,Losail International Circuit,kevin_magnussen,19
2023,17,Losail International Circuit,zhou,20
2023,18,Circuit of the Americas,leclerc,1
2023,18,Circuit of the Americas,norris,2
2023,18,Circuit of the Americas,hamilton,3
2023,18,Circuit of the Americas,sainz,4
2023,18,Circuit of the Americas,russell,5
2023,18,Circuit of the Americas,max_verstappen,6
2023,18,Circuit of the Americas,gasly,7
2023,18,Circuit of the Americas,ocon,8
2023,18,Circuit of the Americas,perez,9
2023,18,Circuit of the Americas,piastri,10
2023,18,Circuit of the Americas,tsunoda,11
2023,18,Circuit of the Americas,zhou,12
2023,18,Circuit of the Americas,bottas,13
2023,18,Circuit of the Americas,kevin_magnussen,14
2023,18,Circuit of the Americas,ricciardo,15
2023,18,Circuit of the Americas,hulkenberg,16
2023,18,Circuit of the Americas,alonso,17
2023,18,Circuit of the Americas,albon,18
2023,18,Circuit of the Americas,stroll,19
2023,18,Circuit of the Americas,sargeant,20
2023,19,Autódromo Hermanos Rodríguez,leclerc,1
2023,19,Autódromo Hermanos Rodríguez,sainz,2
2023,19,Autódromo Hermanos Rodríguez,max_verstappen,3
2023,19,Autódromo Hermanos Rodríguez,ricciardo,4
2023,19,Autódromo Hermanos Rodríguez,perez,5
2023,19,Autódromo Hermanos Rodríguez,hamilton,6
2023,19,Autódromo Hermanos Rodríguez,piastri,7
2023,19,Autódromo Hermanos Rodríguez,russell,8
2023,19,Autódromo Hermanos Rodríguez,bottas,9
2023,19,Autódromo Hermanos Rodríguez,zhou,10
2023,19,Autódromo Hermanos Rodríguez,gasly,11
2023,19,Autódromo Hermanos Rodríguez,hulkenberg,12
2023,19,Autódromo Hermanos Rodríguez,alonso,13
2023,19,Autódromo Hermanos Rodríguez,albon,14
2023,19,Autódromo Hermanos Rodríguez,tsunoda,15
2023,19,Autódromo Hermanos Rodríguez,ocon,16
2023,19,Autódromo Hermanos Rodríguez,kevin_magnussen,17
2023,19,Autódromo Hermanos Rodríguez,stroll,18
2023,19,Autódromo Hermanos Rodríguez,norris,19
2023,19,Autódromo Hermanos Rodríguez,sargeant,20
2023,20,Autódromo José Carlos Pace,max_verstappen,1
2023,20,Autódromo José Carlos Pace,leclerc,2
2023,20,Autódromo José Carlos Pace,stroll,3
2023,20,Autódromo José Carlos Pace,alonso,4
2023,20,Autódromo José Carlos Pace,hamilton,5
2023,20,Autódromo José Carlos Pace,russell,6
2023,20,Autódromo José Carlos Pace,norris,7
2023,20,Autódromo José Carlos Pace,sainz,8
2023,20,Autódromo José Carlos Pace,perez,9
2023,20,Autódromo José Carlos Pace,piastri,10
2023,20,Autódromo José Carlos Pace,hulkenberg,11
2023,20,Autódromo José Carlos Pace,ocon,12
2023,20,Autódromo José Carlos Pace,gasly,13
2023,20,Autódromo José Carlos Pace,kevin_magnussen,14
2023,20,Autódromo José Carlos Pace,albon,15
2023,20,Autódromo José Carlos Pace,tsunoda,16
2023,20,Autódromo José Carlos Pace,ricciardo,17
2023,20,Autódromo José Carlos Pace,bottas,18
2023,20,Autódromo José Carlos Pace,sargeant,19
2023,20,Autódromo José Carlos Pace,zhou,20
2023,21,Las Vegas Strip Street Circuit,leclerc,1
2023,21,Las Vegas Strip Street Circuit,sainz,2
2023,21,Las Vegas Strip Street Circuit,max_verstappen,3
2023,21,Las Vegas Strip Street Circuit,russell,4
2023,21,Las Vegas Strip Street Circuit,gasly,5
2023,21,Las Vegas Strip Street Circuit,albon,6
2023,21,Las Vegas Strip Street Circuit,sargeant,7
2023,21,Las Vegas Strip Street Circuit,bottas,8
2023,21,Las Vegas Strip Street Circuit,kevin_magnussen,9
2023,21,Las Vegas Strip Street Circuit,alonso,10
2023,21,Las Vegas Strip Street Circuit,hamilton,11
2023,21,Las Vegas Strip Street Circuit,perez,12
2023,21,Las Vegas Strip Street Circuit,hulkenberg,13
2023,21,Las Vegas Strip Street Circuit,stroll,14
2023,21,Las Vegas Strip Street Circuit,ricciardo,15
2023,21,Las Vegas Strip Street Circuit,norris,16
2023,21,Las Vegas Strip Street Circuit,ocon,17
2023,21,Las Vegas Strip Street Circuit,zhou,18
2023,21,Las Vegas Strip Street Circuit,piastri,19
2023,21,Las Vegas Strip Street Circuit,tsunoda,20
2023,22,Yas Marina Circuit,max_verstappen,1
2023,22,Yas Marina Circuit,leclerc,2
2023,22,Yas Marina Circuit,piastri,3
2023,22,Yas Marina Circuit,russell,4
2023,22,Yas Marina Circuit,norris,5
2023,22,Yas Marina Circuit,tsunoda,6
2023,22,Yas Marina Circuit,alonso,7
2023,22,Yas Marina Circuit,hulkenberg,8
2023,22,Yas Marina Circuit,perez,9
2023,22,Yas Marina Circuit,gasly,10
2023,22,Yas Marina Circuit,hamilton,11
2023,22,Yas Marina Circuit,ocon,12
2023,22,Yas Marina Circuit,stroll,13
2023,22,Yas Marina Circuit,albon,14
2023,22,Yas Marina Circuit,ricciardo,15
2023,22,Yas Marina Circuit,sainz,16
2023,22,Yas Marina Circuit,kevin_magnussen,17
2023,22,Yas Marina Circuit,bottas,18
2023,22,Yas Marina Circuit,zhou,19
2023,22,Yas Marina Circuit,sargeant,20
