season,round,circuit,driver_id,quali_pos
2024,1,Bahrain International Circuit,max_verstappen,1
2024,1,Bahrain International Circuit,leclerc,2
2024,1,Bahrain International Circuit,russell,3
2024,1,Bahrain International Circuit,sainz,4
2024,1,Bahrain International Circuit,perez,5
2024,1,Bahrain International Circuit,alonso,6
2024,1,Bahrain International Circuit,norris,7
2024,1,Bahrain International Circuit,piastri,8
2024,1,Bahrain International Circuit,hamilton,9
2024,1,Bahrain International Circuit,hulkenberg,10
2024,1,Bahrain International Circuit,tsunoda,11
2024,1,Bahrain International Circuit,stroll,12
2024,1,Bahrain International Circuit,albon,13
2024,1,Bahrain International Circuit,ricciardo,14
2024,1,Bahrain International Circuit,kevin_magnussen,15
2024,1,Bahrain International Circuit,bottas,16
2024,1,Bahrain International Circuit,zhou,17
2024,1,Bahrain International Circuit,sargeant,18
2024,1,Bahrain International Circuit,ocon,19
2024,1,Bahrain International Circuit,gasly,20
2024,2,Jeddah Corniche Circuit,max_verstappen,1
2024,2,Jeddah Corniche Circuit,leclerc,2
2024,2,Jeddah Corniche Circuit,perez,3
2024,2,Jeddah Corniche Circuit,alonso,4
2024,2,Jeddah Corniche Circuit,piastri,5
2024,2,Jeddah Corniche Circuit,norris,6
2024,2,Jeddah Corniche Circuit,russell,7
2024,2,Jeddah Corniche Circuit,hamilton,8
2024,2,Jeddah Corniche Circuit,tsunoda,9
2024,2,Jeddah Corniche Circuit,stroll,10
2024,2,Jeddah Corniche Circuit,bearman,11
2024,2,Jeddah Corniche Circuit,albon,12
2024,2,Jeddah Corniche Circuit,kevin_magnussen,13
2024,2,Jeddah Corniche Circuit,ricciardo,14
2024,2,Jeddah Corniche Circuit,hulkenberg,15
2024,2,Jeddah Corniche Circuit,bottas,16
2024,2,Jeddah Corniche Circuit,ocon,17
2024,2,Jeddah Corniche Circuit,gasly,18
2024,2,Jeddah Corniche Circuit,sargeant,19
2024,2,Jeddah Corniche Circuit,zhou,20
2024,3,Albert Park Grand Prix Circuit,max_verstappen,1
2024,3,Albert Park Grand Prix Circuit,sainz,2
2024,3,Albert Park Grand Prix Circuit,perez,3
2024,3,Albert Park Grand Prix Circuit,norris,4
2024,3,Albert Park Grand Prix Circuit,leclerc,5
2024,3,Albert Park Grand Prix Circuit,piastri,6
2024,3,Albert Park Grand Prix Circuit,russell,7
2024,3,Albert Park Grand Prix Circuit,tsunoda,8
2024,3,Albert Park Grand Prix Circuit,stroll,9
2024,3,Albert Park Grand Prix Circuit,alonso,10
2024,3,Albert Park Grand Prix Circuit,hamilton,11
2024,3,Albert Park Grand Prix Circuit,albon,12
2024,3,Albert Park Grand Prix Circuit,bottas,13
2024,3,Albert Park Grand Prix Circuit,kevin_magnussen,14
2024,3,Albert Park Grand Prix Circuit,ocon,15
2024,3,Albert Park Grand Prix Circuit,hulkenberg,16
2024,3,Albert Park Grand Prix Circuit,gasly,17
2024,3,Albert Park Grand Prix Circuit,ricciardo,18
2024,3,Albert Park Grand Prix Circuit,zhou,19
2024,4,Suzuka Circuit,max_verstappen,1
2024,4,Suzuka Circuit,perez,2
2024,4,Suzuka Circuit,norris,3
2024,4,Suzuka Circuit,sainz,4
2024,4,Suzuka Circuit,alonso,5
2024,4,Suzuka Circuit,piastri,6
2024,4,Suzuka Circuit,hamilton,7
2024,4,Suzuka Circuit,leclerc,8
2024,4,Suzuka Circuit,russell,9
2024,4,Suzuka Circuit,tsunoda,10
2024,4,Suzuka Circuit,ricciardo,11
2024,4,Suzuka Circuit,hulkenberg,12
2024,4,Suzuka Circuit,bottas,13
2024,4,Suzuka Circuit,albon,14
2024,4,Suzuka Circuit,ocon,15
2024,4,Suzuka Circuit,stroll,16
2024,4,Suzuka Circuit,gasly,17
2024,4,Suzuka Circuit,kevin_magnussen,18
2024,4,Suzuka Circuit,sargeant,19
2024,4,Suzuka Circuit,zhou,20
2024,5,Shanghai International Circuit,max_verstappen,1
2024,5,Shanghai International Circuit,perez,2
2024,5,Shanghai International Circuit,alonso,3
2024,5,Shanghai International Circuit,norris,4
2024,5,Shanghai International Circuit,piastri,5
2024,5,Shanghai International Circuit,leclerc,6
2024,5,Shanghai International Circuit,sainz,7
2024,5,Shanghai International Circuit,russell,8
2024,5,Shanghai International Circuit,hulkenberg,9
2024,5,Shanghai International Circuit,bottas,10
2024,5,Shanghai International Circuit,stroll,11
2024,5,Shanghai International Circuit,ricciardo,12
2024,5,Shanghai International Circuit,ocon,13
2024,5,Shanghai International Circuit,albon,14
2024,5,Shanghai International Circuit,gasly,15
2024,5,Shanghai International Circuit,zhou,16
2024,5,Shanghai International Circuit,kevin_magnussen,17
2024,5,Shanghai International Circuit,hamilton,18
2024,5,Shanghai International Circuit,tsunoda,19
2024,5,Shanghai International Circuit,sargeant,20
2024,6,Miami International Autodrome,max_verstappen,1
2024,6,Miami International Autodrome,leclerc,2
2024,6,Miami International Autodrome,sainz,3
2024,6,Miami International Autodrome,perez,4
2024,6,Miami International Autodrome,norris,5
2024,6,Miami International Autodrome,piastri,6
2024,6,Miami International Autodrome,russell,7
2024,6,Miami International Autodrome,hamilton,8
2024,6,Miami International Autodrome,hulkenberg,9
2024,6,Miami International Autodrome,tsunoda,10
2024,6,Miami International Autodrome,stroll,11
2024,6,Miami International Autodrome,gasly,12
2024,6,Miami International Autodrome,ocon,13
2024,6,Miami International Autodrome,albon,14
2024,6,Miami International Autodrome,alonso,15
2024,6,Miami International Autodrome,bottas,16
2024,6,Miami International Autodrome,sargeant,17
2024,6,Miami International Autodrome,ricciardo,18
2024,6,Miami International Autodrome,kevin_magnussen,19
2024,6,Miami International Autodrome,zhou,20
2024,7,Autodromo Enzo e Dino Ferrari,max_verstappen,1
2024,7,Autodromo Enzo e Dino Ferrari,piastri,2
2024,7,Autodromo Enzo e Dino Ferrari,norris,3
2024,7,Autodromo Enzo e Dino Ferrari,leclerc,4
2024,7,Autodromo Enzo e Dino Ferrari,sainz,5
2024,7,Autodromo Enzo e Dino Ferrari,russell,6
2024,7,Autodromo Enzo e Dino Ferrari,tsunoda,7
2024,7,Autodromo Enzo e Dino Ferrari,hamilton,8
2024,7,Autodromo Enzo e Dino Ferrari,ricciardo,9
2024,7,Autodromo Enzo e Dino Ferrari,hulkenberg,10
2024,7,Autodromo Enzo e Dino Ferrari,perez,11
2024,7,Autodromo Enzo e Dino Ferrari,ocon,12
2024,7,Autodromo Enzo e Dino Ferrari,stroll,13
2024,7,Autodromo Enzo e Dino Ferrari,albon,14
2024,7,Autodromo Enzo e Dino Ferrari,gasly,15
2024,7,Autodromo Enzo e Dino Ferrari,bottas,16
2024,7,Autodromo Enzo e Dino Ferrari,zhou,17
2024,7,Autodromo Enzo e Dino Ferrari,kevin_magnussen,18
2024,7,Autodromo Enzo e Dino Ferrari,alonso,19
2024,7,Autodromo Enzo e Dino Ferrari,sargeant,20
2024,8,Circuit de Monaco,leclerc,1
2024,8,Circuit de Monaco,piastri,2
2024,8,Circuit de Monaco,sainz,3
2024,8,Circuit de Monaco,norris,4
2024,8,Circuit de Monaco,russell,5
2024,8,Circuit de Monaco,max_verstappen,6
2024,8,Circuit de Monaco,hamilton,7
2024,8,Circuit de Monaco,tsunoda,8
2024,8,Circuit de Monaco,albon,9
2024,8,Circuit de Monaco,gasly,10
2024,8,Circuit de Monaco,ocon,11
2024,8,Circuit de Monaco,ricciardo,12
2024,8,Circuit de Monaco,stroll,13
2024,8,Circuit de Monaco,alonso,14
2024,8,Circuit de Monaco,hulkenberg,14
2024,8,Circuit de Monaco,sargeant,15
2024,8,Circuit de Monaco,kevin_magnussen,15
2024,8,Circuit de Monaco,perez,16
2024,8,Circuit de Monaco,bottas,17
2024,8,Circuit de Monaco,zhou,18
2024,9,Circuit Gilles Villeneuve,russell,1
2024,9,Circuit Gilles Villeneuve,max_verstappen,2
2024,9,Circuit Gilles Villeneuve,norris,3
2024,9,Circuit Gilles Villeneuve,piastri,4
2024,9,Circuit Gilles Villeneuve,ricciardo,5
2024,9,Circuit Gilles Villeneuve,alonso,6
2024,9,Circuit Gilles Villeneuve,hamilton,7
2024,9,Circuit Gilles Villeneuve,tsunoda,8
2024,9,Circuit Gilles Villeneuve,stroll,9
2024,9,Circuit Gilles Villeneuve,albon,10
2024,9,Circuit Gilles Villeneuve,leclerc,11
2024,9,Circuit Gilles Villeneuve,sainz,12
2024,9,Circuit Gilles Villeneuve,sargeant,13
2024,9,Circuit Gilles Villeneuve,kevin_magnussen,14
2024,9,Circuit Gilles Villeneuve,gasly,15
2024,9,Circuit Gilles Villeneuve,perez,16
2024,9,Circuit Gilles Villeneuve,bottas,17
2024,9,Circuit Gilles Villeneuve,ocon,18
2024,9,Circuit Gilles Villeneuve,hulkenberg,19
2024,9,Circuit Gilles Villeneuve,zhou,20
2024,10,Circuit de Barcelona-Catalunya,norris,1
2024,10,Circuit de Barcelona-Catalunya,max_verstappen,2
2024,10,Circuit de Barcelona-Catalunya,hamilton,3
2024,10,Circuit de Barcelona-Catalunya,russell,4
2024,10,Circuit de Barcelona-Catalunya,leclerc,5
2024,10,Circuit de Barcelona-Catalunya,sainz,6
2024,10,Circuit de Barcelona-Catalunya,gasly,7
2024,10,Circuit de Barcelona-Catalunya,perez,8
2024,10,Circuit de Barcelona-Catalunya,ocon,9
2024,10,Circuit de Barcelona-Catalunya,piastri,10
2024,10,Circuit de Barcelona-Catalunya,alonso,11
2024,10,Circuit de Barcelona-Catalunya,bottas,12
2024,10,Circuit de Barcelona-Catalunya,hulkenberg,13
2024,10,Circuit de Barcelona-Catalunya,stroll,14
2024,10,Circuit de Barcelona-Catalunya,zhou,15
2024,10,Circuit de Barcelona-Catalunya,kevin_magnussen,16
2024,10,Circuit de Barcelona-Catalunya,tsunoda,17
2024,10,Circuit de Barcelona-Catalunya,ricciardo,18
2024,10,Circuit de Barcelona-Catalunya,albon,19
2024,10,Circuit de Barcelona-Catalunya,sargeant,20
2024,11,Red Bull Ring,max_verstappen,1
2024,11,Red Bull Ring,norris,2
2024,11,Red Bull Ring,russell,3
2024,11,Red Bull Ring,sainz,4
2024,11,Red Bull Ring,hamilton,5
2024,11,Red Bull Ring,leclerc,6
2024,11,Red Bull Ring,piastri,7
2024,11,Red Bull Ring,perez,8
2024,11,Red Bull Ring,hulkenberg,9
2024,11,Red Bull Ring,ocon,10
2024,11,Red Bull Ring,ricciardo,11
2024,11,Red Bull Ring,kevin_magnussen,12
2024,11,Red Bull Ring,gasly,13
2024,11,Red Bull Ring,tsunoda,14
2024,11,Red Bull Ring,alonso,15
2024,11,Red Bull Ring,albon,16
2024,11,Red Bull Ring,stroll,17
2024,11,Red Bull Ring,bottas,18
2024,11,Red Bull Ring,sargeant,19
2024,11,Red Bull Ring,zhou,20
2024,12,Silverstone Circuit,russell,1
2024,12,Silverstone Circuit,hamilton,2
2024,12,Silverstone Circuit,norris,3
2024,12,Silverstone Circuit,max_verstappen,4
2024,12,Silverstone Circuit,piastri,5
2024,12,Silverstone Circuit,hulkenberg,6
2024,12,Silverstone Circuit,sainz,7
2024,12,Silverstone Circuit,stroll,8
2024,12,Silverstone Circuit,albon,9
2024,12,Silverstone Circuit,alonso,10
2024,12,Silverstone Circuit,leclerc,11
2024,12,Silverstone Circuit,sargeant,12
2024,12,Silverstone Circuit,tsunoda,13
2024,12,Silverstone Circuit,zhou,14
2024,12,Silverstone Circuit,ricciardo,15
2024,12,Silverstone Circuit,bottas,16
2024,12,Silverstone Circuit,kevin_magnussen,17
2024,12,Silverstone Circuit,ocon,18
2024,12,Silverstone Circuit,perez,19
2024,12,Silverstone Circuit,gasly,20
2024,13,Hungaroring,norris,1
2024,13,Hungaroring,piastri,2
2024,13,Hungaroring,max_verstappen,3
2024,13,Hungaroring,sainz,4
2024,13,Hungaroring,hamilton,5
2024,13,Hungaroring,leclerc,6
2024,13,Hungaroring,alonso,7
2024,13,Hungaroring,stroll,8
2024,13,Hungaroring,ricciardo,9
2024,13,Hungaroring,tsunoda,10
2024,13,Hungaroring,hulkenberg,11
2024,13,Hungaroring,bottas,12
2024,13,Hungaroring,albon,13
2024,13,Hungaroring,sargeant,14
2024,13,Hungaroring,kevin_magnussen,15
2024,13,Hungaroring,perez,16
2024,13,Hungaroring,russell,17
2024,13,Hungaroring,zhou,18
2024,13,Hungaroring,ocon,19
2024,13,Hungaroring,gasly,20
2024,14,Circuit de Spa-Francorchamps,max_verstappen,1
2024,14,Circuit de Spa-Francorchamps,leclerc,2
2024,14,Circuit de Spa-Francorchamps,perez,3
2024,14,Circuit de Spa-Francorchamps,hamilton,4
2024,14,Circuit de Spa-Francorchamps,norris,5
2024,14,Circuit de Spa-Francorchamps,piastri,6
2024,14,Circuit de Spa-Francorchamps,russell,7
2024,14,Circuit de Spa-Francorchamps,sainz,8
2024,14,Circuit de Spa-Francorchamps,alonso,9
2024,14,Circuit de Spa-Francorchamps,ocon,10
2024,14,Circuit de Spa-Francorchamps,albon,11
2024,14,Circuit de Spa-Francorchamps,gasly,12
2024,14,Circuit de Spa-Francorchamps,ricciardo,13
2024,14,Circuit de Spa-Francorchamps,bottas,14
2024,14,Circuit de Spa-Francorchamps,stroll,15
2024,14,Circuit de Spa-Francorchamps,hulkenberg,16
2024,14,Circuit de Spa-Francorchamps,kevin_magnussen,17
2024,14,Circuit de Spa-Francorchamps,tsunoda,18
2024,14,Circuit de Spa-Francorchamps,sargeant,19
2024,14,Circuit de Spa-Francorchamps,zhou,20
2024,15,Circuit Park Zandvoort,norris,1
2024,15,Circuit Park Zandvoort,max_verstappen,2
2024,15,Circuit Park Zandvoort,piastri,3
2024,15,Circuit Park Zandvoort,russell,4
2024,15,Circuit Park Zandvoort,perez,5
2024,15,Circuit Park Zandvoort,leclerc,6
2024,15,Circuit Park Zandvoort,alonso,7
2024,15,Circuit Park Zandvoort,stroll,8
2024,15,Circuit Park Zandvoort,gasly,9
2024,15,Circuit Park Zandvoort,sainz,10
2024,15,Circuit Park Zandvoort,albon,10
2024,15,Circuit Park Zandvoort,hamilton,11
2024,15,Circuit Park Zandvoort,tsunoda,12
2024,15,Circuit Park Zandvoort,hulkenberg,13
2024,15,Circuit Park Zandvoort,kevin_magnussen,14
2024,15,Circuit Park Zandvoort,ricciardo,15
2024,15,Circuit Park Zandvoort,ocon,16
2024,15,Circuit Park Zandvoort,bottas,17
2024,15,Circuit Park Zandvoort,zhou,18
2024,15,Circuit Park Zandvoort,sargeant,20
2024,16,Autodromo Nazionale di Monza,norris,1
2024,16,Autodromo Nazionale di Monza,piastri,2
2024,16,Autodromo Nazionale di Monza,russell,3
2024,16,Autodromo Nazionale di Monza,leclerc,4
2024,16,Autodromo Nazionale di Monza,sainz,5
2024,16,Autodromo Nazionale di Monza,hamilton,6
2024,16,Autodromo Nazionale di Monza,max_verstappen,7
2024,16,Autodromo Nazionale di Monza,perez,8
2024,16,Autodromo Nazionale di Monza,albon,9
2024,16,Autodromo Nazionale di Monza,hulkenberg,10
2024,16,Autodromo Nazionale di Monza,alonso,11
2024,16,Autodromo Nazionale di Monza,ricciardo,12
2024,16,Autodromo Nazionale di Monza,kevin_magnussen,13
2024,16,Autodromo Nazionale di Monza,gasly,14
2024,16,Autodromo Nazionale di Monza,ocon,15
2024,16,Autodromo Nazionale di Monza,tsunoda,16
2024,16,Autodromo Nazionale di Monza,stroll,17
2024,16,Autodromo Nazionale di Monza,colapinto,18
2024,16,Autodromo Nazionale di Monza,bottas,19
2024,16,Autodromo Nazionale di Monza,zhou,20
2024,17,Baku City Circuit,leclerc,1
2024,17,Baku City Circuit,piastri,2
2024,17,Baku City Circuit,sainz,3
2024,17,Baku City Circuit,perez,4
2024,17,Baku City Circuit,russell,5
2024,17,Baku City Circuit,max_verstappen,6
2024,17,Baku City Circuit,hamilton,7
2024,17,Baku City Circuit,alonso,8
2024,17,Baku City Circuit,colapinto,9
2024,17,Baku City Circuit,albon,10
2024,17,Baku City Circuit,bearman,11
2024,17,Baku City Circuit,tsunoda,12
2024,17,Baku City Circuit,hulkenberg,13
2024,17,Baku City Circuit,stroll,14
2024,17,Baku City Circuit,gasly,15
2024,17,Baku City Circuit,ricciardo,15
2024,17,Baku City Circuit,norris,16
2024,17,Baku City Circuit,bottas,17
2024,17,Baku City Circuit,zhou,18
2024,17,Baku City Circuit,ocon,19
2024,18,Marina Bay Street Circuit,norris,1
2024,18,Marina Bay Street Circuit,max_verstappen,2
2024,18,Marina Bay Street Circuit,hamilton,3
2024,18,Marina Bay Street Circuit,russell,4
2024,18,Marina Bay Street Circuit,piastri,5
2024,18,Marina Bay Street Circuit,hulkenberg,6
2024,18,Marina Bay Street Circuit,alonso,7
2024,18,Marina Bay Street Circuit,tsunoda,8
2024,18,Marina Bay Street Circuit,leclerc,9
2024,18,Marina Bay Street Circuit,sainz,10
2024,18,Marina Bay Street Circuit,albon,11
2024,18,Marina Bay Street Circuit,colapinto,12
2024,18,Marina Bay Street Circuit,perez,13
2024,18,Marina Bay Street Circuit,kevin_magnussen,14
2024,18,Marina Bay Street Circuit,ocon,15
2024,18,Marina Bay Street Circuit,ricciardo,16
2024,18,Marina Bay Street Circuit,stroll,17
2024,18,Marina Bay Street Circuit,gasly,18
2024,18,Marina Bay Street Circuit,bottas,19
2024,18,Marina Bay Street Circuit,zhou,20
2024,19,Circuit of the Americas,norris,1
2024,19,Circuit of the Americas,max_verstappen,2
2024,19,Circuit of the Americas,sainz,3
2024,19,Circuit of the Americas,leclerc,4
2024,19,Circuit of the Americas,piastri,5
2024,19,Circuit of the Americas,russell,6
2024,19,Circuit of the Americas,gasly,7
2024,19,Circuit of the Americas,alonso,8
2024,19,Circuit of the Americas,kevin_magnussen,9
2024,19,Circuit of the Americas,perez,10
2024,19,Circuit of the Americas,tsunoda,11
2024,19,Circuit of the Americas,hulkenberg,12
2024,19,Circuit of the Americas,ocon,13
2024,19,Circuit of the Americas,stroll,14
2024,19,Circuit of the Americas,lawson,15
2024,19,Circuit of the Americas,albon,16
2024,19,Circuit of the Americas,colapinto,17
2024,19,Circuit of the Americas,bottas,18
2024,19,Circuit of the Americas,hamilton,19
2024,19,Circuit of the Americas,zhou,20
2024,20,Autódromo Hermanos Rodríguez,sainz,1
2024,20,Autódromo Hermanos Rodríguez,max_verstappen,2
2024,20,Autódromo Hermanos Rodríguez,norris,3
2024,20,Autódromo Hermanos Rodríguez,leclerc,4
2024,20,Autódromo Hermanos Rodríguez,russell,5
2024,20,Autódromo Hermanos Rodríguez,hamilton,6
2024,20,Autódromo Hermanos Rodríguez,kevin_magnussen,7
2024,20,Autódromo Hermanos Rodríguez,gasly,8
2024,20,Autódromo Hermanos Rodríguez,albon,9
2024,20,Autódromo Hermanos Rodríguez,hulkenberg,10
2024,20,Autódromo Hermanos Rodríguez,tsunoda,11
2024,20,Autódromo Hermanos Rodríguez,lawson,12
2024,20,Autódromo Hermanos Rodríguez,alonso,13
2024,20,Autódromo Hermanos Rodríguez,stroll,14
2024,20,Autódromo Hermanos Rodríguez,bottas,15
2024,20,Autódromo Hermanos Rodríguez,colapinto,16
2024,20,Autódromo Hermanos Rodríguez,piastri,17
2024,20,Autódromo Hermanos Rodríguez,perez,18
2024,20,Autódromo Hermanos Rodríguez,ocon,19
2024,20,Autódromo Hermanos Rodríguez,zhou,20
2024,21,Autódromo José Carlos Pace,norris,1
2024,21,Autódromo José Carlos Pace,russell,2
2024,21,Autódromo José Carlos Pace,tsunoda,3
2024,21,Autódromo José Carlos Pace,ocon,4
2024,21,Autódromo José Carlos Pace,lawson,5
2024,21,Autódromo José Carlos Pace,leclerc,6
2024,21,Autódromo José Carlos Pace,albon,7
2024,21,Autódromo José Carlos Pace,piastri,8
2024,21,Autódromo José Carlos Pace,alonso,9
2024,21,Autódromo José Carlos Pace,stroll,10
2024,21,Autódromo José Carlos Pace,bottas,11
2024,21,Autódromo José Carlos Pace,max_verstappen,12
2024,21,Autódromo José Carlos Pace,perez,13
2024,21,Autódromo José Carlos Pace,sainz,14
2024,21,Autódromo José Carlos Pace,gasly,15
2024,21,Autódromo José Carlos Pace,hamilton,16
2024,21,Autódromo José Carlos Pace,bearman,17
2024,21,Autódromo José Carlos Pace,colapinto,18
2024,21,Autódromo José Carlos Pace,hulkenberg,19
2024,21,Autódromo José Carlos Pace,zhou,20
2024,22,Las Vegas Strip Street Circuit,russell,1
2024,22,Las Vegas Strip Street Circuit,sainz,2
2024,22,Las Vegas Strip Street Circuit,gasly,3
2024,22,Las Vegas Strip Street Circuit,leclerc,4
2024,22,Las Vegas Strip Street Circuit,max_verstappen,5
2024,22,Las Vegas Strip Street Circuit,norris,6
2024,22,Las Vegas Strip Street Circuit,tsunoda,7
2024,22,Las Vegas Strip Street Circuit,piastri,8
2024,22,Las Vegas Strip Street Circuit,hulkenberg,9
2024,22,Las Vegas Strip Street Circuit,hamilton,10
2024,22,Las Vegas Strip Street Circuit,ocon,11
2024,22,Las Vegas Strip Street Circuit,kevin_magnussen,12
2024,22,Las Vegas Strip Street Circuit,zhou,13
2024,22,Las Vegas Strip Street Circuit,colapinto,14
2024,22,Las Vegas Strip Street Circuit,lawson,15
2024,22,Las Vegas Strip Street Circuit,perez,16
2024,22,Las Vegas Strip Street Circuit,alonso,17
2024,22,Las Vegas Strip Street Circuit,albon,18
2024,22,Las Vegas Strip Street Circuit,bottas,19
2024,22,Las Vegas Strip Street Circuit,stroll,20
2024,23,Losail International Circuit,max_verstappen,1
2024,23,Losail International Circuit,russell,2
2024,23,Losail International Circuit,norris,3
2024,23,Losail International Circuit,piastri,4
2024,23,Losail International Circuit,leclerc,5
2024,23,Losail International Circuit,hamilton,6
2024,23,Losail International Circuit,sainz,7
2024,23,Losail International Circuit,alonso,8
2024,23,Losail International Circuit,perez,9
2024,23,Losail International Circuit,kevin_magnussen,10
2024,23,Losail International Circuit,gasly,11
2024,23,Losail International Circuit,zhou,12
2024,23,Losail International Circuit,bottas,13
2024,23,Losail International Circuit,tsunoda,14
2024,23,Losail International Circuit,stroll,15
2024,23,Losail International Circuit,albon,16
2024,23,Losail International Circuit,lawson,17
2024,23,Losail International Circuit,hulkenberg,18
2024,23,Losail International Circuit,colapinto,19
2024,23,Losail International Circuit,ocon,20
2024,24,Yas Marina Circuit,norris,1
2024,24,Yas Marina Circuit,piastri,2
2024,24,Yas Marina Circuit,sainz,3
2024,24,Yas Marina Circuit,hulkenberg,4
2024,24,Yas Marina Circuit,max_verstappen,5
2024,24,Yas Marina Circuit,gasly,6
2024,24,Yas Marina Circuit,russell,7
2024,24,Yas Marina Circuit,alonso,8
2024,24,Yas Marina Circuit,bottas,9
2024,24,Yas Marina Circuit,perez,10
2024,24,Yas Marina Circuit,tsunoda,11
2024,24,Yas Marina Circuit,lawson,12
2024,24,Yas Marina Circuit,stroll,13
2024,24,Yas Marina Circuit,leclerc,14
2024,24,Yas Marina Circuit,kevin_magnussen,15
2024,24,Yas Marina Circuit,albon,16
2024,24,Yas Marina Circuit,zhou,17
2024,24,Yas Marina Circuit,hamilton,18
2024,24,Yas Marina Circuit,colapinto,19
2024,24,Yas Marina Circuit,doohan,20
2025,1,Albert Park Grand Prix Circuit,norris,1
2025,1,Albert Park Grand Prix Circuit,piastri,2
2025,1,Albert Park Grand Prix Circuit,max_verstappen,3
2025,1,Albert Park Grand Prix Circuit,russell,4
2025,1,Albert Park Grand Prix Circuit,tsunoda,5
2025,1,Albert Park Grand Prix Circuit,albon,6
2025,1,Albert Park Grand Prix Circuit,leclerc,7
2025,1,Albert Park Grand Prix Circuit,hamilton,8
2025,1,Albert Park Grand Prix Circuit,gasly,9
2025,1,Albert Park Grand Prix Circuit,sainz,10
2025,1,Albert Park Grand Prix Circuit,hadjar,11
2025,1,Albert Park Grand Prix Circuit,alonso,12
2025,1,Albert Park Grand Prix Circuit,stroll,13
2025,1,Albert Park Grand Prix Circuit,doohan,14
2025,1,Albert Park Grand Prix Circuit,bortoleto,15
2025,1,Albert Park Grand Prix Circuit,antonelli,16
2025,1,Albert Park Grand Prix Circuit,hulkenberg,17
2025,1,Albert Park Grand Prix Circuit,lawson,18
2025,1,Albert Park Grand Prix Circuit,ocon,19
2025,1,Albert Park Grand Prix Circuit,bearman,20
2025,2,Shanghai International Circuit,piastri,1
2025,2,Shanghai International Circuit,russell,2
2025,2,Shanghai International Circuit,norris,3
2025,2,Shanghai International Circuit,max_verstappen,4
2025,2,Shanghai International Circuit,hamilton,5
2025,2,Shanghai International Circuit,leclerc,6
2025,2,Shanghai International Circuit,hadjar,7
2025,2,Shanghai International Circuit,antonelli,8
2025,2,Shanghai International Circuit,tsunoda,9
2025,2,Shanghai International Circuit,albon,10
2025,2,Shanghai International Circuit,ocon,11
2025,2,Shanghai International Circuit,hulkenberg,12
2025,2,Shanghai International Circuit,alonso,13
2025,2,Shanghai International Circuit,stroll,14
2025,2,Shanghai International Circuit,sainz,15
2025,2,Shanghai International Circuit,gasly,16
2025,2,Shanghai International Circuit,bearman,17
2025,2,Shanghai International Circuit,doohan,18
2025,2,Shanghai International Circuit,bortoleto,19
2025,2,Shanghai International Circuit,lawson,20
2025,3,Suzuka Circuit,max_verstappen,1
2025,3,Suzuka Circuit,norris,2
2025,3,Suzuka Circuit,piastri,3
2025,3,Suzuka Circuit,leclerc,4
2025,3,Suzuka Circuit,russell,5
2025,3,Suzuka Circuit,antonelli,6
2025,3,Suzuka Circuit,hadjar,7
2025,3,Suzuka Circuit,hamilton,8
2025,3,Suzuka Circuit,albon,9
2025,3,Suzuka Circuit,bearman,10
2025,3,Suzuka Circuit,gasly,11
2025,3,Suzuka Circuit,sainz,12
2025,3,Suzuka Circuit,alonso,13
2025,3,Suzuka Circuit,lawson,14
2025,3,Suzuka Circuit,tsunoda,15
2025,3,Suzuka Circuit,hulkenberg,16
2025,3,Suzuka Circuit,bortoleto,17
2025,3,Suzuka Circuit,ocon,18
2025,3,Suzuka Circuit,doohan,19
2025,3,Suzuka Circuit,stroll,20
2025,4,Bahrain International Circuit,piastri,1
2025,4,Bahrain International Circuit,russell,2
2025,4,Bahrain International Circuit,leclerc,3
2025,4,Bahrain International Circuit,antonelli,4
2025,4,Bahrain International Circuit,gasly,5
2025,4,Bahrain International Circuit,norris,6
2025,4,Bahrain International Circuit,max_verstappen,7
2025,4,Bahrain International Circuit,sainz,8
2025,4,Bahrain International Circuit,hamilton,9
2025,4,Bahrain International Circuit,tsunoda,10
2025,4,Bahrain International Circuit,doohan,11
2025,4,Bahrain International Circuit,hadjar,12
2025,4,Bahrain International Circuit,alonso,13
2025,4,Bahrain International Circuit,ocon,14
2025,4,Bahrain International Circuit,albon,15
2025,4,Bahrain International Circuit,hulkenberg,16
2025,4,Bahrain International Circuit,lawson,17
2025,4,Bahrain International Circuit,bortoleto,18
2025,4,Bahrain International Circuit,stroll,19
2025,4,Bahrain International Circuit,bearman,20
2025,5,Jeddah Corniche Circuit,max_verstappen,1
2025,5,Jeddah Corniche Circuit,piastri,2
2025,5,Jeddah Corniche Circuit,russell,3
2025,5,Jeddah Corniche Circuit,leclerc,4
2025,5,Jeddah Corniche Circuit,antonelli,5
2025,5,Jeddah Corniche Circuit,sainz,6
2025,5,Jeddah Corniche Circuit,hamilton,7
2025,5,Jeddah Corniche Circuit,tsunoda,8
2025,5,Jeddah Corniche Circuit,gasly,9
2025,5,Jeddah Corniche Circuit,norris,10
2025,5,Jeddah Corniche Circuit,albon,11
2025,5,Jeddah Corniche Circuit,lawson,12
2025,5,Jeddah Corniche Circuit,alonso,13
2025,5,Jeddah Corniche Circuit,hadjar,14
2025,5,Jeddah Corniche Circuit,bearman,15
2025,5,Jeddah Corniche Circuit,stroll,16
2025,5,Jeddah Corniche Circuit,doohan,17
2025,5,Jeddah Corniche Circuit,hulkenberg,18
2025,5,Jeddah Corniche Circuit,ocon,19
